,n_uhc,n_upc,year,yweight,resid,region,age,sex,ppinc_1,nummonth,educat,healthev,weight,height,sport,smoker,htype,hsize,ch0_5,ch6_12,ch13_17,elder,inc_1,inc_2,inc_3,inc_4,inc_5,inc_6,inc_7,inc_8,inc_9,inc_10,inc_11,cashinc,inkind,privlg,totalinc,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,exp_6_1,exp_6_2,exp_7,exp_8,exp_9,exp_10,exp_11,exp_12,exp_13,exp_14,exp_15,exp_16,exp_17,exp_17_1,exp_18,exp_19,exp_20,exp_21,exp_22,exp_23,exp_24,exp_25,exp_26,totalexp,hh_blint,hh_int1,hh_int2,hh_int3,hh_int4,bmi,savings
8255,4597.0,2.0,2017.0,438,Large city,Minsk oblast,94.0,Female,0.0,0.0,Basic education,Bad,66.0,162.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,640.0033333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0033333333333,2.6054166666666667,0.0,642.6087500000001,292.00708333333336,19.007083333333334,5.511666666666666,6.890833333333334,0.0,87.31833333333334,0.0,49.115833333333335,3.92,12.095833333333333,25.7725,16.951666666666664,0.0,0.0,10.008333333333333,0.9258333333333333,0.0,0.0,0.0,0.0,3.504166666666667,4.166666666666667,0.0,0.0,64.16666666666667,0.0,0.0,125.0,0.0,677.2466666666667,1.0,1.0,1.0,1.0,1.0,25.14860539551897,-34.63791666666657
4670,2556.0,2.0,2017.0,401,Rural,Gomel oblast,34.0,Male,451.66666666666663,12.0,Secondary education,"Not very good, but not bad",75.0,173.0,No,No,2 and more adults with children,3.0,0.0,1.0,0.0,0.0,703.9166666666667,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,715.1666666666667,38.96146041666667,19.391666666666666,773.51979375,259.8995833333333,18.985416666666666,77.94999999999999,37.49166666666667,0.0,60.07833333333333,0.0,60.07833333333333,12.975,0.0,2.308333333333333,16.916666666666668,22.833333333333332,0.0,70.00166666666667,32.8975,0.5833333333333334,0.0,0.0,0.0,20.25,14.483333333333333,0.0,16.666666666666668,47.025,0.0,48.333333333333336,6.25,0.0,765.9291666666666,1.0,1.0,1.0,1.0,1.0,25.05930702662969,7.590627083333402
3939,2163.0,1.0,2017.0,482,Large city,Gomel oblast,66.0,Male,14.166666666666666,1.0,Secondary specialized education,Bad,95.0,173.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,222.08333333333337,0.0,0.0,796.2816666666666,0.0,10.833333333333332,0.0,8.333333333333334,0.0,0.0,0.0,1037.5316666666665,109.93923958333332,0.0,1147.4709062499999,468.5291666666667,0.0,39.611666666666665,12.461666666666666,0.0,235.0908333333333,0.0,66.70583333333333,35.25833333333333,8.666666666666666,96.4,11.083333333333332,47.25833333333334,0.0,35.87833333333333,22.013333333333332,0.0,0.0,0.0,0.0,9.263333333333334,4.566666666666666,5.525,0.0,0.0,13.0,0.0,197.08333333333334,0.0,1241.69,1.0,1.0,1.0,1.0,1.0,31.741788900397605,-94.21909375000018
8917,4973.0,2.0,2017.0,396,Rural,Minsk oblast,54.0,Male,208.75,12.0,Secondary education,"Not very good, but not bad",80.0,180.0,"Yes, in free time",No,Household without children,2.0,0.0,0.0,0.0,0.0,479.58333333333337,0.0,0.0,0.0,0.0,0.0,0.0,31.666666666666668,0.0,0.0,0.0,511.25,103.89864583333333,0.0,615.1486458333334,278.3170833333333,26.49833333333333,20.425,9.780833333333334,0.0,95.26833333333335,8.333333333333334,56.935,4.070833333333334,0.0,0.0,0.0,48.587500000000006,0.0,26.86,3.5283333333333333,0.0,0.0,0.0,0.0,7.817499999999999,3.75,0.15416666666666667,0.0,0.0,0.0,0.0,4.166666666666667,0.0,529.2245833333333,1.0,1.0,1.0,1.0,1.0,24.691358024691358,85.9240625000001
4502,2466.0,1.0,2017.0,482,Small city,Gomel oblast,49.0,Female,335.5833333333333,12.0,Secondary specialized education,"Not very good, but not bad",104.0,178.0,No,No,Household without children,2.0,0.0,0.0,0.0,0.0,886.9166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.9166666666666,74.37647583333332,0.0,961.2931424999999,208.29875,21.997083333333332,31.02916666666667,24.305000000000003,0.0,69.84833333333333,0.0,57.556666666666665,24.326666666666668,0.0,8.468333333333334,0.0,244.26666666666665,0.0,23.506666666666664,9.458333333333332,0.0,0.0,0.0,0.0,28.57833333333333,19.607499999999998,16.389166666666668,66.66666666666666,0.0,1.2016666666666667,12.833333333333334,109.91666666666666,0.0,920.6983333333334,1.0,1.0,1.0,1.0,1.0,32.82413836636788,40.59480916666655
5002,2730.0,1.0,2017.0,455,Rural,Gomel oblast,53.0,Male,465.4483333333334,12.0,Secondary specialized education,"Not very good, but not bad",90.0,172.0,No,No,Household without children,2.0,0.0,0.0,0.0,0.0,775.1416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.1416666666667,15.350079166666646,0.0,790.4917458333333,204.70083333333335,4.2629166666666665,47.83333333333333,36.6225,0.0,75.94083333333333,0.0,53.56416666666667,31.235833333333332,0.0,5.233333333333333,2.958333333333333,77.20750000000001,0.0,36.336666666666666,30.23375,0.0,0.0,0.0,0.0,17.968333333333334,6.1225000000000005,141.89916666666667,8.333333333333334,0.0,1.7916666666666667,0.0,167.5,0.0,896.1808333333333,1.0,1.0,1.0,1.0,1.0,30.42184964845863,-105.68908750000003
3037,1686.0,2.0,2017.0,410,Rural,Vitebsk oblast,69.0,Male,0.0,0.0,Secondary education,Bad,110.0,179.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,605.4691666666666,0.0,16.666666666666668,0.0,39.16666666666667,0.0,0.0,0.0,661.3025,55.31502500000001,47.6525,764.270025,354.7745833333334,19.516250000000007,6.508333333333333,1.25,0.0,21.789166666666667,3.3333333333333335,15.905833333333332,22.464166666666667,0.0,32.942499999999995,5.166666666666667,4.308333333333334,0.0,27.5225,21.944166666666668,0.0,0.0,0.0,0.0,5.745833333333334,72.86666666666667,5.9833333333333325,8.333333333333334,170.51166666666668,0.0,0.0,35.0,0.0,816.6275,1.0,1.0,1.0,1.0,1.0,34.331013389095226,-52.35747500000002
5241,2860.0,1.0,2017.0,3248,Large city,Grodno oblast,74.0,Female,0.0,0.0,Secondary education,"Not very good, but not bad",86.0,160.0,No,No,2 and more adults with children,4.0,0.0,1.0,0.0,1.0,101.66666666666666,0.0,0.0,550.0133333333333,93.98500000000001,3.75,0.0,37.5,0.0,0.0,0.0,786.915,28.790625000000002,187.87166666666667,1003.5772916666666,381.57625000000013,13.677083333333334,24.061666666666667,23.47833333333333,0.0,69.61666666666667,3.3333333333333335,65.45,8.565833333333334,11.25,85.2275,30.106666666666666,0.0,0.0,39.015,42.217083333333335,40.833333333333336,0.0,4.896666666666666,4.896666666666666,21.759999999999998,13.283333333333333,0.785,0.0,16.216666666666665,5.0,23.75,0.0,0.0,855.3170833333335,1.0,1.0,1.0,1.0,1.0,33.59374999999999,148.26020833333314
7552,4194.0,1.0,2017.0,580,Minsk city,Minsk city,62.0,Female,441.7441666666667,12.0,Secondary specialized education,"Not very good, but not bad",79.0,155.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,441.7441666666667,0.0,0.0,271.6666666666667,0.0,0.0,0.0,41.66666666666667,0.0,0.0,0.0,755.0775000000001,16.7115,0.0,771.7890000000001,326.9591666666667,4.912916666666667,13.361666666666665,6.916666666666667,0.0,97.24499999999999,0.0,78.24499999999999,14.674999999999999,41.666666666666664,2.2758333333333334,25.221666666666664,0.0,0.0,21.765833333333333,32.4,0.0,0.0,0.0,0.0,27.159166666666664,1.6666666666666667,0.0,116.66666666666666,0.0,0.0,0.0,25.833333333333336,0.0,758.72625,1.0,1.0,1.0,1.0,1.0,32.882414151925076,13.062750000000051
3900,2139.0,1.0,2017.0,824,Large city,Gomel oblast,70.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",71.0,169.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,187.95833333333331,330.55333333333334,0.0,0.0,0.0,183.33333333333334,0.0,0.0,0.0,701.845,25.993179166666664,0.0,727.8381791666667,257.09749999999997,0.0,3.625833333333333,0.0,0.0,119.93916666666667,0.0,89.64833333333334,11.269166666666667,0.0,77.58333333333334,8.141666666666667,0.0,0.0,16.073333333333334,7.102500000000001,0.0,0.0,0.0,0.0,11.028333333333332,37.985,2.7775,125.0,0.0,15.759166666666665,0.0,41.96666666666667,0.0,735.3491666666666,1.0,1.0,1.0,1.0,1.0,24.859073561850078,-7.510987499999942
4365,2387.0,2.0,2017.0,476,Small city,Gomel oblast,37.0,Male,532.7083333333334,12.0,Secondary education,"Not very good, but not bad",82.0,180.0,No,Yes,2 and more adults with children,3.0,0.0,0.0,1.0,0.0,893.325,0.0,28.333333333333332,0.0,0.0,0.0,0.0,83.75,0.0,2333.3333333333335,1.6666666666666667,3340.4083333333333,22.31992041666667,6.375,3369.1032537499996,335.5454166666667,43.82875,71.95166666666667,29.800000000000004,0.0,67.1825,0.0,52.974166666666676,96.825,30.416666666666668,15.046666666666667,16.735,4.233333333333333,26.25,116.755,31.6175,15.581666666666667,0.0,11.25,11.25,50.55833333333333,34.87916666666666,0.6916666666666667,2333.3333333333335,947.5,5.795,0.0,24.666666666666664,0.0,4310.443333333334,1.0,1.0,1.0,1.0,1.0,25.30864197530864,-941.340079583334
7639,4246.0,2.0,2017.0,647,Minsk city,Minsk city,57.0,Male,1044.3633333333335,12.0,Secondary education,"Not very good, but not bad",74.0,160.0,No,Yes,Household without children,2.0,0.0,0.0,0.0,0.0,1044.3633333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.3633333333335,17.63114166666666,34.80916666666667,1096.8036416666666,337.06749999999994,42.80458333333333,29.594166666666666,3.2683333333333335,0.0,57.604166666666664,0.0,57.08416666666666,8.176666666666668,0.0,3.875,6.9125000000000005,0.0,0.0,83.00916666666667,30.501666666666665,0.0,0.0,0.0,0.0,16.4475,1.3916666666666666,0.0,283.3333333333333,29.416666666666664,0.3333333333333333,0.0,54.16666666666667,0.0,987.9029166666666,1.0,1.0,1.0,1.0,1.0,28.906249999999993,108.90072500000008
2960,1647.0,1.0,2017.0,410,Rural,Vitebsk oblast,45.0,Female,614.9166666666666,12.0,Secondary specialized education,"Not very good, but not bad",89.0,168.0,No,No,Household without children,2.0,0.0,0.0,0.0,0.0,798.6666666666666,8.75,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,840.7499999999999,223.18010541666658,0.0,1063.9301054166665,235.0316666666667,42.109166666666674,45.37083333333334,27.447499999999998,0.0,79.83083333333333,0.0,64.12416666666667,18.78333333333333,0.0,14.958333333333332,0.5,71.375,0.0,52.62916666666666,32.66166666666667,0.0,0.0,0.0,0.0,41.7625,6.731666666666667,42.938333333333325,0.0,1840.8333333333335,0.0,10.3125,0.0,0.0,2563.275833333334,1.0,1.0,1.0,1.0,1.0,31.533446712018144,-1499.3457279166676
7875,4390.0,1.0,2017.0,580,Minsk city,Minsk city,57.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",130.0,176.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,384.83666666666664,0.0,0.0,0.0,29.166666666666668,0.0,0.0,1.2208333333333334,435.22416666666663,12.555226666666668,0.0,447.7793933333333,168.81374999999997,17.27375,49.34083333333333,0.0,0.7166666666666667,51.60916666666666,0.0,51.60916666666666,11.139999999999999,4.416666666666667,14.286666666666669,7.328333333333333,10.696666666666665,0.0,31.519166666666663,12.004166666666666,0.0,0.0,1.9229166666666666,1.9229166666666666,20.974166666666665,6.807499999999999,0.0,41.666666666666664,0.0,0.0,0.0,12.916666666666668,0.0,463.4337499999999,1.0,1.0,1.0,1.0,1.0,41.96797520661157,-15.654356666666615
7456,4137.0,1.0,2017.0,647,Minsk city,Minsk city,74.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",75.0,164.0,"Yes, in free time",No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,654.8816666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.8816666666667,76.52387083333333,66.8375,798.2430375,292.4429166666667,0.0,10.616666666666667,16.784166666666668,0.0,68.62416666666667,0.0,66.62416666666667,14.903333333333334,0.0,46.85,30.89916666666666,0.0,0.0,19.769166666666667,9.571666666666669,0.0,0.0,0.0,0.0,10.658333333333333,0.0,2.3025,41.66666666666667,0.0,0.0,0.0,47.36666666666667,0.0,612.4554166666667,1.0,1.0,1.0,1.0,1.0,27.885187388459254,185.78762083333334
10863,6026.0,5.0,2017.0,429,Rural,Mogilev oblast,20.0,Female,0.0,0.0,Secondary specialized education,Good,62.0,160.0,No,No,2 and more adults with children,3.0,0.0,0.0,1.0,1.0,488.13833333333326,0.0,0.0,277.0283333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.1666666666665,81.26604166666667,0.0,846.4327083333334,192.58791666666667,11.605833333333333,43.080000000000005,27.375,0.0,40.59916666666666,5.675833333333333,34.92333333333333,11.0875,4.75,0.0,8.324166666666667,0.0,0.0,71.22249999999998,12.65,0.6691666666666666,0.0,0.0,0.0,34.685,6.833333333333333,4.666666666666667,0.0,0.0,1.0791666666666666,0.0,51.66666666666667,0.0,522.8820833333333,1.0,1.0,1.0,1.0,1.0,24.218749999999996,323.5506250000001
9963,5529.0,1.0,2017.0,600,Large city,Mogilev oblast,69.0,Female,0.0,0.0,"Higher education, After Higher education","Not very good, but not bad",110.0,160.0,"Yes, in free time",No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,317.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.455,5.739927916666666,0.0,323.19492791666664,118.92208333333333,0.0,0.625,0.0,0.0,50.13583333333334,0.0,38.069166666666675,44.31666666666666,0.0,31.314166666666665,7.164166666666667,0.0,0.0,29.53916666666667,1.1941666666666668,0.0,0.0,0.0,0.0,5.029166666666667,2.5,0.0,0.0,0.0,0.09583333333333333,0.0,83.33333333333334,0.0,374.1695833333333,1.0,1.0,1.0,1.0,1.0,42.96874999999999,-50.97465541666668
8712,4855.0,1.0,2017.0,438,Small city,Minsk oblast,60.0,Female,0.0,0.0,Secondary specialized education,Bad,94.0,168.0,No,No,Household without children,2.0,0.0,0.0,0.0,1.0,637.5,0.0,0.0,349.1666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.6666666666667,50.40224916666668,0.0,1037.0689158333334,407.6145833333332,0.0,27.02416666666667,18.516666666666666,0.0,83.47999999999999,0.0,59.95583333333333,42.185,0.0,35.71333333333333,0.39999999999999997,33.0,0.0,33.725833333333334,67.30000000000001,0.0,0.0,0.0,0.0,6.665833333333333,1.8916666666666666,0.35000000000000003,66.66666666666667,0.0,0.0,0.0,20.833333333333336,0.0,845.3670833333333,1.0,1.0,1.0,1.0,1.0,33.30498866213152,191.70183250000014
4882,2670.0,3.0,2017.0,455,Rural,Gomel oblast,33.0,Male,0.0,0.0,Secondary education,Good,80.0,170.0,No,Yes,Household without children,2.0,0.0,0.0,0.0,1.0,276.7141666666667,0.0,0.0,307.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.9891666666667,-3.1518937499999997,0.0,580.8372729166667,115.4,0.0,32.49166666666667,27.099999999999998,0.0,87.00416666666668,0.0,55.337500000000006,26.554166666666667,18.866666666666667,3.495,6.5625,0.0,0.0,12.610833333333332,11.083333333333334,0.0,0.0,0.0,0.0,15.463333333333335,6.5,36.97916666666667,62.5,0.0,0.0,0.0,115.0,0.0,577.6108333333334,1.0,1.0,1.0,1.0,1.0,27.68166089965398,3.226439583333331
1345,746.0,1.0,2017.0,895,Rural,Brest oblast,61.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",87.0,164.0,"Yes, in free time",No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,282.6583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.6583333333333,63.87549541666667,0.0,346.53382874999994,173.37833333333333,0.0,0.0,0.0,0.0,49.7425,0.0,49.7425,9.090833333333332,0.0,16.5225,0.18333333333333335,0.0,0.0,10.518333333333334,10.214166666666666,0.0,0.0,0.0,0.0,7.1975,1.3333333333333333,18.385,15.0,0.0,0.0,0.0,13.333333333333334,0.0,324.89916666666664,1.0,1.0,1.0,1.0,1.0,32.34681737061273,21.634662083333296
6222,3411.0,2.0,2017.0,669,Rural,Grodno oblast,58.0,Male,325.0,12.0,Vocational school,"Not very good, but not bad",90.0,170.0,No,Yes,Household without children,3.0,0.0,0.0,0.0,0.0,608.3333333333333,0.0,0.0,163.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.2083333333333,99.35978333333333,5.083333333333333,876.65145,241.64291666666665,56.475833333333334,13.791666666666668,15.0,0.0,69.68166666666667,0.0,46.84833333333333,81.50416666666668,0.0,20.0,14.333333333333334,0.0,0.0,45.107499999999995,22.008333333333333,0.0,0.0,4.166666666666667,4.166666666666667,11.941666666666666,5.7091666666666665,12.916666666666666,0.0,29.583333333333332,0.375,28.25,7.5,0.0,679.9879166666667,1.0,1.0,1.0,1.0,1.0,31.14186851211073,196.66353333333325
7518,4176.0,1.0,2017.0,0,Minsk city,Minsk city,71.0,Female,0.0,0.0,Secondary education,"Not very good, but not bad",95.0,160.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,284.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.35,9.784083333333333,0.0,294.13408333333336,181.05500000000004,0.0,2.8333333333333335,20.603333333333335,0.0,38.01666666666666,0.0,38.01666666666666,4.133333333333333,0.0,81.16666666666667,0.0,8.1,0.0,8.696666666666667,4.666666666666667,0.0,0.0,0.0,0.0,2.8233333333333337,0.0,0.32666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,352.4216666666667,1.0,1.0,2.0,2.0,2.0,37.10937499999999,-58.287583333333316
8062,4487.0,2.0,2017.0,438,Large city,Minsk oblast,49.0,Male,313.3333333333333,12.0,Secondary specialized education,"Not very good, but not bad",87.0,170.0,No,Yes,Household without children,2.0,0.0,0.0,0.0,0.0,723.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,760.8333333333334,16.695249999999998,0.0,777.5285833333334,412.77625,51.26875,42.53333333333333,42.083333333333336,0.0,47.28916666666667,0.0,47.28916666666667,23.688333333333333,0.0,45.75,8.833333333333334,0.0,0.0,39.004999999999995,6.8,0.0,0.0,41.19916666666667,41.19916666666667,17.995833333333334,0.0,0.0,0.0,0.0,0.0,46.333333333333336,0.0,0.0,825.5558333333333,1.0,1.0,1.0,1.0,1.0,30.103806228373706,-48.02724999999998
9889,5490.0,1.0,2017.0,419,Large city,Mogilev oblast,72.0,Male,0.0,0.0,"Higher education, After Higher education",,,,,,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,707.1055555555555,0.0,0.0,0.0,97.19444444444446,0.0,0.0,6.444444444444444,810.7444444444445,133.9163527777778,0.31111111111111106,944.9719083333334,318.2527777777778,104.89444444444445,11.448888888888888,1.7244444444444447,0.0,94.99555555555555,0.0,87.65555555555557,11.275555555555556,0.0,26.02111111111111,10.705555555555556,36.794444444444444,0.0,22.893333333333334,11.497777777777777,0.0,0.0,1.3,1.3,14.067777777777778,29.816666666666666,2.637777777777778,0.0,0.0,0.0,0.0,160.0,0.0,858.3261111111111,2.0,2.0,1.0,1.0,1.0,,86.64579722222231
736,402.0,2.0,2017.0,576,Small city,Brest oblast,36.0,Male,320.83333333333337,12.0,Vocational school,Good,63.0,164.0,No,No,2 and more adults with children,5.0,0.0,1.0,2.0,0.0,891.6666666666666,0.0,0.0,172.5,0.0,0.0,0.0,163.91666666666666,0.0,0.0,0.0,1228.0833333333335,22.45804166666667,2.9441666666666664,1253.485541666667,339.9025,0.0,50.650000000000006,45.325,0.0,224.52416666666667,0.0,30.1825,27.474166666666665,6.416666666666667,0.0,0.0,0.0,0.0,88.51083333333334,26.50583333333333,50.66666666666667,0.0,0.0,0.0,15.023333333333333,56.33333333333333,0.0,165.0,0.0,2.1391666666666667,0.0,0.0,0.0,1098.4716666666668,1.0,1.0,1.0,1.0,1.0,23.423557406305775,155.0138750000001
5655,3096.0,1.0,2017.0,544,Small city,Grodno oblast,61.0,Female,0.0,0.0,Vocational school,"Not very good, but not bad",67.0,156.0,"Yes, in free time",Yes,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,9.291666666666666,0.0,540.75,0.0,70.0,0.0,123.0,0.0,0.0,25.083333333333332,768.125,131.05174791666667,1.0425,900.2192479166666,289.4241666666667,49.97,20.916666666666664,9.416666666666666,0.0,48.24666666666667,0.0,47.471666666666664,7.1000000000000005,0.0,40.736666666666665,2.7441666666666666,111.4425,0.0,32.36083333333333,12.229166666666668,0.0,0.0,123.14166666666667,123.14166666666667,9.907499999999999,69.65833333333333,2.625,0.0,0.0,0.875,0.0,8.333333333333334,0.0,839.1283333333333,1.0,1.0,1.0,1.0,1.0,27.531229454306374,61.0909145833333
9729,5400.0,2.0,2017.0,396,Rural,Minsk oblast,64.0,Male,104.61333333333334,5.0,Basic education,"Not very good, but not bad",57.0,170.0,No,Yes,All adults older working age,2.0,0.0,0.0,0.0,2.0,246.21416666666664,0.0,0.0,435.0133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.2274999999998,88.51088750000001,0.024999999999999998,769.7633874999999,112.73958333333334,54.2525,3.8441666666666663,0.0,0.0,33.29083333333333,10.0,20.98,11.905833333333334,0.0,0.9108333333333334,2.1,0.0,0.0,12.155000000000001,70.55000000000001,0.0,0.0,55.52833333333333,55.52833333333333,1.961666666666667,3.5500000000000003,7.938333333333334,283.45,0.0,0.0,5.645,0.0,0.0,659.8220833333334,1.0,1.0,1.0,1.0,1.0,19.723183391003463,109.94130416666655
995,551.0,1.0,2017.0,504,Small city,Brest oblast,76.0,Female,0.0,0.0,Secondary education,Bad,76.0,160.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,292.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.6666666666667,14.378956249999998,0.0,307.0456229166667,94.10916666666667,0.0,0.0,0.0,0.0,29.974999999999998,0.0,27.391666666666666,1.5358333333333332,0.0,46.05916666666666,0.0,0.0,0.0,4.236666666666667,11.373333333333333,0.0,0.0,0.0,0.0,0.9716666666666666,0.0,1.6549999999999998,20.833333333333336,0.0,0.0,0.0,69.16666666666667,0.0,279.9158333333333,1.0,1.0,1.0,1.0,1.0,29.687499999999993,27.129789583333377
4702,2574.0,1.0,2017.0,455,Rural,Gomel oblast,54.0,Female,231.25,12.0,Secondary specialized education,"Not very good, but not bad",80.0,164.0,No,No,Household without children,2.0,0.0,0.0,0.0,0.0,717.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.5,123.18233958333334,0.0,840.6823395833333,227.19416666666666,42.79416666666667,29.923333333333336,5.95,0.0,62.61333333333333,0.0,59.404999999999994,14.201666666666666,0.0,0.0,0.6083333333333333,1.9666666666666668,0.0,20.855833333333333,11.949166666666665,0.0,0.0,0.0,0.0,13.0075,6.208333333333334,52.1325,100.0,0.0,1.6083333333333334,0.0,122.5,0.0,713.5133333333333,1.0,1.0,1.0,1.0,1.0,29.744199881023206,127.16900624999994
6485,3555.0,1.0,2017.0,366,Minsk city,Minsk city,32.0,Female,276.4866666666667,11.0,"Higher education, After Higher education",Good,66.0,176.0,"Yes, in free time",Yes,2 and more adults with children,4.0,1.0,1.0,0.0,1.0,276.4866666666667,0.0,0.0,329.35,0.0,0.0,0.0,290.8333333333333,0.0,0.0,0.0,896.6700000000001,47.41735416666667,1.1083333333333334,945.1956875000001,325.5420833333333,17.429166666666667,13.331666666666665,9.25,0.0,71.74083333333333,0.0,71.74083333333333,4.560833333333333,0.0,22.1725,34.795833333333334,0.0,0.0,23.92,19.860833333333336,0.5583333333333333,23.566666666666666,48.479166666666664,48.479166666666664,13.132499999999999,2.0833333333333335,0.44999999999999996,208.33333333333331,0.0,0.0,5.78,0.8333333333333334,0.0,845.8204166666667,1.0,1.0,1.0,1.0,1.0,21.306818181818183,99.37527083333339
5306,2894.0,1.0,2017.0,544,Large city,Grodno oblast,61.0,Female,0.0,0.0,Secondary specialized education,"Not very good, but not bad",90.0,152.0,No,No,Lone adult older working age,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.74416666666667,0.0,0.0,0.0,112.72749999999999,0.0,0.0,0.0,313.4716666666667,6.6971875,0.0,320.1688541666667,123.95958333333334,0.0,7.9625,0.0,1.2266666666666668,58.854166666666664,0.0,57.97833333333333,20.328333333333333,0.0,41.40083333333334,16.525000000000002,0.0,0.0,15.739166666666668,25.14166666666667,0.0,0.0,0.0,0.0,4.871666666666667,64.69166666666666,0.39999999999999997,0.0,0.0,7.916666666666666,0.0,5.833333333333334,0.0,394.85125,1.0,1.0,1.0,1.0,1.0,38.95429362880886,-74.68239583333332
2943,1638.0,1.0,2017.0,410,Rural,Vitebsk oblast,62.0,Male,0.0,0.0,Secondary specialized education,"Not very good, but not bad",70.0,168.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,166.66666666666666,0.0,0.0,0.0,846.6666666666666,158.686,1.7416666666666667,1007.0943333333332,420.31458333333325,32.52708333333334,5.2283333333333335,6.083333333333333,0.0,88.24999999999999,0.3841666666666667,76.11916666666667,74.38416666666667,91.66666666666667,22.00416666666667,10.5,50.175,0.0,38.95583333333333,28.616666666666667,0.0,0.0,0.0,0.0,16.846666666666668,9.476666666666667,45.825833333333335,0.0,0.0,3.8333333333333335,0.0,88.75,0.0,1033.4383333333333,1.0,1.0,1.0,1.0,1.0,24.801587301587304,-26.34400000000005
7852,4375.0,1.0,2017.0,647,Minsk city,Minsk city,66.0,Female,0.0,0.0,Vocational school,"Not very good, but not bad",73.0,160.0,No,No,All adults older working age,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,609.2066666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.2066666666666,29.7465625,0.0,638.9532291666666,350.98999999999995,13.8125,21.02916666666667,27.391666666666666,0.0,130.80499999999998,0.0,109.71666666666667,59.00666666666667,0.0,51.69583333333333,19.841666666666665,0.0,0.0,21.909166666666668,3.62,0.0,0.0,0.0,0.0,22.594166666666666,2.9166666666666665,0.0,0.0,0.0,0.0,0.0,105.00000000000001,0.0,830.6125000000001,1.0,1.0,1.0,1.0,1.0,28.515624999999993,-191.6592708333335
6679,3664.0,1.0,2017.0,580,Minsk city,Minsk city,51.0,Male,393.6125,12.0,Secondary specialized education,Good,78.0,177.0,No,No,Lone person (no pensioner),1.0,0.0,0.0,0.0,0.0,395.6958333333333,0.0,0.0,0.0,0.0,0.0,0.0,41.25000000000001,0.0,0.0,0.0,436.94583333333327,55.66275,0.0,492.6085833333333,138.65,42.17958333333333,1.3708333333333336,2.9166666666666665,0.0,46.8675,0.0,39.3675,24.4175,0.0,1.1658333333333333,0.09166666666666667,102.75500000000001,0.0,10.183333333333334,11.995416666666667,0.0,0.0,0.0,0.0,0.9491666666666667,1.9625000000000001,0.0,0.0,0.0,6.654166666666667,0.0,8.333333333333334,0.0,400.49249999999995,1.0,1.0,1.0,1.0,1.0,24.897060231734173,92.11608333333334
